class,text,cleaned_txt,polarity,Sentiment
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,I love politics and Harry Potter...,love polit harri potter,0.5,positive
1,"For example, I love the Harry Potter books as a reader.",exampl love harri potter book reader,0.5,positive
1,I really love Harry Potter and I want to have a house to be excited about and feel proud of.,realli love harri potter want have hous excit about feel proud,0.65,positive
1,Harry Potter & the Goblet of Fire was awesome!..,harri potter goblet fire awesom,0.0,positive
1,"I liked the Harry Potter lines, but Ron is my favourite character...",like harri potter line favourit charact,0.0,positive
1,I know you are all wondering now about whom I love more � Harry Potter or Eragon Shadeslayer � the truth is and will always be Harry Potter.,know wonder about whom love more harri potter eragon shadeslay truth will alway harri potter,0.5,positive
1,I like Harry Potter.,like harri potter,0.0,positive
1,I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.,think read harri potter book half blood princ which awesom book wait read final when come,-0.08333333333333333,negative
1,I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.,think read harri potter book half blood princ which awesom book wait read final when come,-0.08333333333333333,negative
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love the shoes and the Harry Potter picture.,love shoe harri potter pictur,0.5,positive
1,I love that Harry Potter.,love that harri potter,0.5,positive
1,"Harry Potter and the Philosopher's Stone, J. K. Rowling ( Strangely, I'm a fan of HP fanfic, but not of the book. ).",harri potter philosoph stone rowl strang fanfic book,0.0,positive
1,"I wish I could write a paper entitled "" Why Harry Potter is Awesome.",wish could write paper entitl harri potter awesom,0.0,positive
1,I love Harry Potter...,love harri potter,0.5,positive
1,"I love Harry Potter, Twilight, Series of Unfortunate Events, and tons more!",love harri potter twilight seri unfortun event ton more,0.5,positive
1,i HATE clickfive as much as i love Harry Potter.,hate clickfiv much love harri potter,-0.15000000000000002,negative
1,Harry Potter is awesome!,harri potter awesom,0.0,positive
1,lol I love Harry Potter like a fat kid loves cake.,love harri potter like love cake,0.5,positive
1,I just love the Harry Potter series.,just love harri potter seri,0.5,positive
1,"I absolutely LOVE Harry Potter, as you can tell already.",absolut love harri potter tell alreadi,0.5,positive
1,"I absolutely LOVE Harry Potter, as you can tell already.",absolut love harri potter tell alreadi,0.5,positive
1,"I absolutely LOVE Harry Potter, as you can tell already.",absolut love harri potter tell alreadi,0.5,positive
1,children's texts-fantasy perhaps most obviously-is often criticized for oversimplifying the struggle of good vs. evil ( Harry Potter might be a good example of this ).,children text fantasi perhap most obvious often critic oversimplifi struggl good evil harri potter might good exampl thi,0.18,positive
1,"You know, the Harry Potter books are decent enough, and I ’ m glad they ’ ve got kids reading, and reading big thick books at that.",know harri potter book decent enough glad they kid read read thick book that,0.09166666666666665,positive
1,I like Harry Potter a lot too.,like harri potter,0.0,positive
1,I got burnt out on heavy reading and have been enjoying the Harry Potter series.,burnt heavi read have been enjoy harri potter seri,0.4,positive
1,"I suppose I enjoyed Harry Potter, Tom Sawyer was good too..",suppos enjoy harri potter sawyer good,0.55,positive
1,I miss the Harry Potter Hookup.,miss harri potter hookup,0.0,positive
1,I also really enjoy rereading the Harry Potter series right before a movie and new book come out.,also realli enjoy reread harri potter seri right befor movi book come,0.34285714285714286,positive
1,"I like their Harry Potter and pop culture stuff, but I'm not very picky!.",like their harri potter cultur stuff veri picki,0.0,positive
1,1st and 2nd Harry Potter movies are clearly the best / funniest...,harri potter movi clearli best funniest,1.0,positive
1,"I absolutely LOVE Harry Potter, as you can tell already.",absolut love harri potter tell alreadi,0.5,positive
1,"It was planned so no biggie, I was admiring his sisters Harry Potter collection while I waited.",plan biggi admir sister harri potter collect while wait,0.0,positive
1,"I absolutely LOVE Harry Potter, as you can tell already.",absolut love harri potter tell alreadi,0.5,positive
1,"I absolutely LOVE Harry Potter, as you can tell already.",absolut love harri potter tell alreadi,0.5,positive
1,"I have two awesome Harry Potter costumes I'm planning for 2007, but they aren't finished yet, unfortunately!",have awesom harri potter costum plan they aren finish unfortun,0.0,positive
1,I miss Harry Potter and Japenese food..,miss harri potter japenes food,0.0,positive
1,"This is undoubtedly a big deal as I do not purchase movies a la DVD. The only ones I own are series like Harry Potter, Narnia, and Disney movies.",thi undoubtedli deal purchas movi onli one seri like harri potter narnia disney movi,0.0,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,"and I love Harry Potter and i like talking walks, going to the beach, and eating Oreos!..",love harri potter like talk walk go beach eat oreo,0.5,positive
1,"I absolutely LOVE Harry Potter, as you can tell already.",absolut love harri potter tell alreadi,0.5,positive
1,"I absolutely LOVE Harry Potter, as you can tell already.",absolut love harri potter tell alreadi,0.5,positive
1,"After I'd read OotP for the sixth time, I was desperate for some new Harry Potter.",after read ootp sixth time desper some harri potter,0.0,positive
1,I loved the Harry Potter books before I discovered fanfiction but fanfiction made me love them even more.,love harri potter book befor discov fanfict fanfict made love them even more,0.5,positive
1,for that ( but since it was my fault she is into Harry Potter...,that sinc fault into harri potter,0.0,positive
1,for that ( but since it was my fault she is into Harry Potter...,that sinc fault into harri potter,0.0,positive
1,I love Harry Potter books < 3 so good Im a big dork.,love harri potter book good dork,0.6,positive
1,I found that Harry Potter is a great read in German..,found that harri potter great read german,0.4,positive
1,"When I was in primary school, I loved Harry Potter to bits.",when primari school love harri potter bit,0.5,positive
1,Happiness usually comes in the form of my amazing storytimes and my Harry Potter club and my occasional few and far between talks with Julia and Marisa.,happi usual come form amaz storytim harri potter club occasion between talk with julia marisa,-0.25,negative
1,"I love the Big empty series spec the second book, and I love Candy, and Harry Potter, and Requim for a Dream, and The Body of Christopher Creed...",love empti seri spec second book love candi harri potter requim dream bodi christoph creed,0.3333333333333333,positive
1,"@ shraddha: You are a Harry Potter fan too, that's great.",shraddha harri potter that great,0.8,positive
1,"I love Harry Potter, x-men, LotR, Superman and any other big budget nerd film.",love harri potter lotr superman other budget nerd film,0.1875,positive
1,It's very rare to have me get into a book that I like as much as Harry Potter.,veri rare have into book that like much harri potter,0.25,positive
1,I love Harry Potter!.,love harri potter,0.5,positive
1,i miss Harry Potter.,miss harri potter,0.0,positive
1,"I love Harry Potter books-not the bootlegged movies, which Daniel Radcliffe ruined...",love harri potter book bootleg movi which daniel radcliff ruin,0.04999999999999999,positive
1,I enjoy reading Harry Potter.,enjoy read harri potter,0.4,positive
1,Harry Potter is great if you have read the book!,harri potter great have read book,0.8,positive
1,love Harry Potter.,love harri potter,0.5,positive
1,"Harry Potter is good, but there's only 4 of those..",harri potter good there onli those,0.7,positive
1,I love Harry Potter!..,love harri potter,0.5,positive
1,The Harry Potter books are completely amazing.,harri potter book complet amaz,0.0,positive
1,Write us a Harry Potter poem for a chance to win a fabulous Harry Potter prize!!..,write harri potter poem chanc fabul harri potter prize,0.0,positive
1,Harry Potter anything is awesome.,harri potter anyth awesom,0.0,positive
1,I love Harry Potter!,love harri potter,0.5,positive
1,The Harry Potter scar would be cool...,harri potter scar would cool,0.35,positive
1,I love Harry Potter...,love harri potter,0.5,positive
1,"And so this girl ( okay, it's totally me ), who loved Equus and Harry Potter in equal measure, BOUGHT A TICKET TO THE SHOW ON MARCH 31st!..",thi girl okay total love equu harri potter equal measur bought ticket show march,0.25,positive
1,Artemis Fowl: The Lost Colony by Eoin Colfer – 385 pages – I love this series of Young Adult books damn near as much as I love Harry Potter.,artemi fowl lost coloni eoin colfer page love thi seri young adult book damn near much love harri potter,0.25999999999999995,positive
1,which made me realize how much I love Harry Potter..,which made realiz much love harri potter,0.5,positive
1,Harry Potter = Gorgeous!.,harri potter gorgeou,0.0,positive
1,And I loved Harry Potter.,love harri potter,0.5,positive
1,"Harry Potter was so adorable, he had a scar and everything.: ) I love Harry Potter.",harri potter ador scar everyth love harri potter,0.5,positive
1,The Harry Potter movies are awesome for mocking..,harri potter movi awesom mock,0.0,positive
1,Harry Potter is awesome...,harri potter awesom,0.0,positive
1,I love Harry Potter and I love making friends.,love harri potter love make friend,0.5,positive
1,I freagin'love Harry Potter and all of it's magical lore...,freagin love harri potter magic lore,0.5,positive
1,I LOVE Harry Potter.,love harri potter,0.5,positive
1,"Okay, so y'all know me, and you know that I love Harry Potter.",okay know know that love harri potter,0.5,positive
1,"I love Harry Potter, but I don't think J. K. Rowling is the best author in the world...",love harri potter think rowl best author world,0.75,positive
1,I LOVE Harry Potter!!!,love harri potter,0.5,positive
1,"I personaly like Harry Potter, And I encourage kids to read the book, It is Wholesome FOR FUCK SAKES....",personali like harri potter encourag kid read book wholesom fuck sake,-0.4,negative
1,I would like a Harry Potter type scarf for Christmas..,would like harri potter type scarf christma,0.0,positive
1,And I liked the Harry Potter joke ( my friend was telling me almost the same thing at the same time ).,like harri potter joke friend tell almost same thing same time,0.0,positive
1,* I like Harry Potter..,like harri potter,0.0,positive
1,"She's my student last year who I read Harry Potter with, and she kept saying "" Harry Potter is beautiful!",student last year read harri potter with kept say harri potter beauti,0.0,positive
1,"* g * But, much as I love the Harry Potter movies, the books are better...",much love harri potter movi book better,0.5,positive
1,"I love Harry Potter, Lilo and Stitch, Barnyard was awesome.",love harri potter lilo stitch barnyard awesom,0.5,positive
1,"Also: "" Sexy Harry Potter.",also sexi harri potter,0.0,positive
1,I want to be a part of this community because I love Harry Potter and want to discuss it and theories about book 7 with other people that love Harry Potter.,want part thi commun becaus love harri potter want discuss theori about book with other peopl that love harri potter,0.2916666666666667,positive
1,"Also: "" Sexy Harry Potter.",also sexi harri potter,0.0,positive
1,Harry Potter and the Sorcerer's Stone is great but I had forgotten what a low reading level it is. > _ <..,harri potter sorcer stone great forgotten what read level,0.8,positive
1,"I enjoy discussing Harry Potter, and I know there is still a lot for me to learn about it.",enjoy discuss harri potter know there still learn about,0.4,positive
1,"Me, I like the Harry Potter movies but the books have no real appeal for me.",like harri potter movi book have real appeal,0.2,positive
1,"Because I like Harry Potter and I in Eragon's case, I like dragons...",becaus like harri potter eragon case like dragon,0.0,positive
1,"I love Harry Potter and if there's someone like him, I wanna date him... -- Jamaica, Queens..",love harri potter there someon like wanna date jamaica queen,0.5,positive
1,The Harry Potter Earrings Girl was awesome...,harri potter ear girl awesom,0.0,positive
1,Which just goes to show how much I love Harry Potter. [ A lot a lot a lot a lot. ]..,which just goe show much love harri potter,0.5,positive
1,I also adore Harry Potter and Hogwarts...,also ador harri potter hogwart,0.0,positive
1,"Hey thanks for the comment < / 33 Emma Watson is very pretty, and I absolutely love the Harry Potter movies.",thank comment emma watson veri pretti absolut love harri potter movi,0.5,positive
1,"I was so proud of myself that I was given the task of making Harry Potter sexy, and achieved it...",proud myself that given task make harri potter sexi achiev,0.8,positive
1,No... but I love Harry Potter...,love harri potter,0.5,positive
1,Gotta Love Harry Potter icons..,gotta love harri potter icon,0.5,positive
1,One of the main reasons I've always loved the Harry Potter fandom is because I felt like it was a place where everyone could belong.,main reason alway love harri potter fandom becaus felt like place where everyon could belong,0.3333333333333333,positive
1,We both love Harry Potter and Grey's Anatomy.,both love harri potter grey anatomi,0.225,positive
1,"I love Harry Potter, you should try it too.",love harri potter should,0.5,positive
1,"I like Harry Potter, I like Eragon, I like Lord of the Rings...",like harri potter like eragon like lord ring,0.0,positive
1,The Harry Potter picture is awesome.,harri potter pictur awesom,0.0,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,None of friends are into Harry Potter so I would love to be part of a community that is dedicated to something I love.,none friend into harri potter would love part commun that dedic someth love,0.5,positive
1,I love Harry Potter = ) ) )..,love harri potter,0.5,positive
1,Friday-Harry Potter Feast = AMAZING!,friday harri potter feast amaz,0.0,positive
1,"Spoke with Mrs. Cowan briefly about a Harry Potter independent study, which would be incredibly awesome, but which I am also far, far too lazy to take my last semester in college...",spoke with cowan briefli about harri potter independ studi which would incred awesom which also lazi take last semest colleg,0.0,positive
1," I love you Harry Potter!
1	Dorks are the best and Harry Potter is pretty awesome...
1	I love Harry Potter and Lord of the Rings.
1	 Harry Potter "" series ( because of the delicious way my life is sucked away when I read it )..",love harri potter dork best harri potter pretti awesom love harri potter lord ring harri potter seri becaus delici life suck away when read,0.6666666666666666,positive
1,"Well, at least Harry Potter is real good so far.",well least harri potter real good,0.35,positive
1,I love Harry Potter...,love harri potter,0.5,positive
1,Harry Potter Rocks!,harri potter rock,0.0,positive
1,I'd almost forgotten how much I love Harry Potter.,almost forgotten much love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love Harry Potter......,love harri potter,0.5,positive
1,"I ’ m also a person who very much enjoys in-depth conversations, especially over subjects I'm interested and intrigued by, like Harry Potter.",also person veri much enjoy depth convers especi over subject interest intrigu like harri potter,0.11666666666666668,positive
1,"yeah, I love Harry Potter to death, lol!..",yeah love harri potter death,0.5,positive
1,I also have my kick-ass Harry Potter robe that lends itself nicely to Halloween.,also have kick harri potter robe that lend itself nice halloween,0.6,positive
1,and I do enjoy reading the Harry Potter series...,enjoy read harri potter seri,0.4,positive
1,Harry Potter is brilliant.,harri potter brilliant,0.9,positive
1,"* He deemed me cool because I like Gavin DeGraw, Harry Potter, The Beatles, and drawing..",deem cool becaus like gavin degraw harri potter beatl draw,0.35,positive
1,"Don't get me wrong, I like Harry Potter, but I need a fantasy movie of a different kind every once in a while.",wrong like harri potter need fantasi movi differ kind everi onc while,0.04999999999999999,positive
1,I love its Harry Potter Hall ~ kaka..,love harri potter hall kaka,0.5,positive
1,"It can be seen all over the television and movie screens or in the popular novel, the Harry Potter craze is a perfect example of a literary version's adaptation to both.",seen over televis movi screen popular novel harri potter craze perfect exampl literari version adapt both,0.8,positive
1,Love the Harry Potter series though I try not to talk about it too much..,love harri potter seri though talk about much,0.35,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,Love the Harry Potter series though I try not to talk about it too much..,love harri potter seri though talk about much,0.35,positive
1,Love the Harry Potter series though I try not to talk about it too much..,love harri potter seri though talk about much,0.35,positive
1,Love the Harry Potter series though I try not to talk about it too much..,love harri potter seri though talk about much,0.35,positive
1,Love the Harry Potter series though I try not to talk about it too much..,love harri potter seri though talk about much,0.35,positive
1,What makes me love Harry Potter is the way it just grips you.,what make love harri potter just grip,0.5,positive
1,Because I love Harry Potter.,becaus love harri potter,0.5,positive
1,"I do have a job and college, but I love Harry Potter and I will try to sort as often as I can.",have colleg love harri potter will sort often,0.5,positive
1,Harry Potter and why it rocks.,harri potter rock,0.0,positive
1,"First, I should state that I have enjoyed every Harry Potter film very much.",first should state that have enjoy everi harri potter film veri much,0.2833333333333334,positive
1,I love all Harry Potter fandom.,love harri potter fandom,0.5,positive
1,Harry Potter = Gorgeous!.,harri potter gorgeou,0.0,positive
1,What I want to do is dress up like Harry Potter but I don't really have a lot of money and I haven't been able to find anywhere in town that had adult Harry Potter costumes.,what want dress like harri potter realli have money haven been abl find anywher town that adult harri potter costum,0.1,positive
1,Harry Potter's awesome..,harri potter awesom,0.0,positive
1,"Harry Potter and the Veil of Darkness by Oceans Phoenix Word total 517,648 and counting. ( 6th year fic, actually looks fairly interesting.",harri potter veil dark ocean phoenix word total count year actual look fairli interest,-0.049999999999999996,negative
1,"I also love Harry Potter,, and I'm strangely drawn to vampire books ( don't ask me why ).",also love harri potter strang drawn vampir book,0.5,positive
1,Harry Potter = Gorgeous!.,harri potter gorgeou,0.0,positive
1,I want Harry Potter back!..,want harri potter back,0.0,positive
1,A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.,thi gift sivullinen request love some harri potter fandom,0.5,positive
1,I enjoy taking Harry Potter quizzes.,enjoy take harri potter quizz,0.4,positive
1,Deciding how I want the 7th Harry Potter to go -..,decid want harri potter,0.0,positive
1,A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.,thi gift sivullinen request love some harri potter fandom,0.5,positive
1,"XD I also like Harry Potter, anime, manga, reading, food, movies, music, friends...",also like harri potter anim manga read food movi music friend,0.0,positive
1,  I liked Harry Potter and I'll be sorry to see him grow up.,like harri potter sorri grow,0.0,positive
1,"Personally, I love reading Harry Potter books.",person love read harri potter book,0.5,positive
1,"Harry Potter rehearsal was very good, too.",harri potter rehears veri good,0.7,positive
1,So I decided that having an invisibility cloak like Harry Potter would be excellent.,decid that have invis cloak like harri potter would excel,0.0,positive
1,"Harry Potter & the Goblet of Fire: "" it is good it folows on from the other movies ""..",harri potter goblet fire good folow from other movi,0.2875,positive
1,"I miss Harry Potter and stuff, man........",miss harri potter stuff,0.0,positive
1,"If only I had a machine that lets me see into the future, like Harry Potter �...",onli machin that let into futur like harri potter,0.0,positive
1,"Since I had never read a book that was not in Portuguese or Spanish, she told me to read a children's book like Harry Potter first.",sinc never read book that portugues spanish told read children book like harri potter first,0.125,positive
1,And I like Harry Potter.,like harri potter,0.0,positive
1,I freaking love Harry Potter!.,freak love harri potter,0.5,positive
1,I miss seeing Harry Potter like 200 times with you..,miss see harri potter like time with,0.0,positive
1,I like the Harry Potter explaination though that girls always travel in packs.,like harri potter explain though that girl alway travel pack,0.0,positive
1,made freaking awesome Harry Potter animated emotes.,made freak awesom harri potter anim emot,0.0,positive
1,"I keep gettting into little I want my Harry Potter fits and having to watch 4, Which I also can't wait till 5 in out in the movies.",keep gett into littl want harri potter fit have watch which also wait till movi,0.4,positive
1,Apparently I will want to cast spells on people because I like Harry Potter.,appar will want cast spell peopl becaus like harri potter,0.0,positive
1,"To be fair, Harry Potter and the Goblet of Fire ( the novel ) is simply a lower shade of brilliant than the others, but I had issues with it.",fair harri potter goblet fire novel simpli lower shade brilliant than other issu with,0.4916666666666667,positive
1,Book-I love the Harry Potter books.,book love harri potter book,0.5,positive
1,"If you don't know that I love reading Harry Potter, you probably have never read my other posts before.",know that love read harri potter probabl have never read other post befor,0.1875,positive
1,"Anyway, we both love Harry Potter, books, Pirates of the Caribbean, taking pictures, and writing and we have the same sarcastic and quirky sense of humor.",anyway both love harri potter book pirat caribbean take pictur write have same sarcast quirki sens humor,0.25,positive
1,"I also love Harry Potter, but I ’ m not too big on the OTP and Shipping side of it....",also love harri potter ship side,0.5,positive
1,Harry Potter is a story of good conquering evil and the friendships that are formed along the way...,harri potter stori good conquer evil friendship that form along,-0.15000000000000002,negative
1,Harry Potter Rocks!!!!!!!!!,harri potter rock,0.0,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love Harry Potter ( the books are much better than the movies ).,love harri potter book much better than movi,0.5,positive
1,but i also love the Harry Potter books!!...,also love harri potter book,0.5,positive
1,* dies * I love Harry Potter...,die love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.,know what enjoy most read watch anyth harri potter relat dure winter more specif when christma tree snow outsid,0.4666666666666666,positive
1,"And I love Harry Potter, and it would devastate me not to be included.",love harri potter would devast includ,0.5,positive
1,I love your coloured Harry Potter too: ).,love your colour harri potter,0.5,positive
1,I love intellectual Harry Potter debates..,love intellectu harri potter debat,0.5,positive
1,"Irrespective of whether she writes them or not, I am sure that the Harry Potter legacy is in good hands and I sure hope that the grand finale lives up to the hype.....",irrespect whether write them sure that harri potter legaci good hand sure hope that grand final live hype,0.3893939393939394,positive
1,I LOVE Harry Potter.,love harri potter,0.5,positive
1,"I love Harry Potter, but right now I hate it ( me younger sis's watching it ).",love harri potter right hate younger watch,-0.0035714285714285865,negative
1,That loves Harry Potter...,that love harri potter,0.5,positive
1,"If theres one thing I love as much as Harry Potter, its Avatar!!!..",there thing love much harri potter avatar,0.35,positive
1,"I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones..",realli like harri potter sport messiah complex stop polic stori like longer one,-0.3,negative
1,"I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase.",love harri potter everi month through intens harri potter phase,0.5,positive
1,"Idk why, but Harry Potter icons are always the funniest.......",harri potter icon alway funniest,0.0,positive
1,I like Harry Potter..,like harri potter,0.0,positive
1,"I am glad that you enjoyed it and yes, I am a big Harry Potter fan and a fan of children's literature.",glad that enjoy harri potter children literatur,0.45,positive
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",becaus would like make friend like same thing like realli like harri potter thought that join commun like thi would good start,0.35,positive
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",stori harri potter deep profound love harri potter,0.19444444444444445,positive
1,Harry Potter is AWESOME I don't care if anyone says differently!..,harri potter awesom care anyon say differ,0.0,positive
1,I love Harry Potter..,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I am going to start reading the Harry Potter series again because that is one awesome story.,go start read harri potter seri again becaus that awesom stori,0.0,positive
1,"I, too, like Harry Potter..",like harri potter,0.0,positive
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",want here becaus love harri potter realli want place where peopl take seriou still much,0.35,positive
1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",love harri potter seri count that book also catcher jane eyr virgin suicid yeah,0.5,positive
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",becaus would like make friend like same thing like realli like harri potter thought that join commun like thi would good start,0.35,positive
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",stori harri potter deep profound love harri potter,0.19444444444444445,positive
1,Harry Potter is AWESOME I don't care if anyone says differently!..,harri potter awesom care anyon say differ,0.0,positive
1,I love Harry Potter..,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I am going to start reading the Harry Potter series again because that is one awesome story.,go start read harri potter seri again becaus that awesom stori,0.0,positive
1,"I, too, like Harry Potter..",like harri potter,0.0,positive
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",want here becaus love harri potter realli want place where peopl take seriou still much,0.35,positive
1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",love harri potter seri count that book also catcher jane eyr virgin suicid yeah,0.5,positive
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",becaus would like make friend like same thing like realli like harri potter thought that join commun like thi would good start,0.35,positive
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",stori harri potter deep profound love harri potter,0.19444444444444445,positive
1,Harry Potter is AWESOME I don't care if anyone says differently!..,harri potter awesom care anyon say differ,0.0,positive
1,I love Harry Potter..,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I am going to start reading the Harry Potter series again because that is one awesome story.,go start read harri potter seri again becaus that awesom stori,0.0,positive
1,"I, too, like Harry Potter..",like harri potter,0.0,positive
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",want here becaus love harri potter realli want place where peopl take seriou still much,0.35,positive
1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",love harri potter seri count that book also catcher jane eyr virgin suicid yeah,0.5,positive
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",becaus would like make friend like same thing like realli like harri potter thought that join commun like thi would good start,0.35,positive
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",stori harri potter deep profound love harri potter,0.19444444444444445,positive
1,Harry Potter is AWESOME I don't care if anyone says differently!..,harri potter awesom care anyon say differ,0.0,positive
1,I love Harry Potter..,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I am going to start reading the Harry Potter series again because that is one awesome story.,go start read harri potter seri again becaus that awesom stori,0.0,positive
1,"I, too, like Harry Potter..",like harri potter,0.0,positive
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",want here becaus love harri potter realli want place where peopl take seriou still much,0.35,positive
1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",love harri potter seri count that book also catcher jane eyr virgin suicid yeah,0.5,positive
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",becaus would like make friend like same thing like realli like harri potter thought that join commun like thi would good start,0.35,positive
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",stori harri potter deep profound love harri potter,0.19444444444444445,positive
1,Harry Potter is AWESOME I don't care if anyone says differently!..,harri potter awesom care anyon say differ,0.0,positive
1,I love Harry Potter..,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I am going to start reading the Harry Potter series again because that is one awesome story.,go start read harri potter seri again becaus that awesom stori,0.0,positive
1,"I, too, like Harry Potter..",like harri potter,0.0,positive
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",want here becaus love harri potter realli want place where peopl take seriou still much,0.35,positive
1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",love harri potter seri count that book also catcher jane eyr virgin suicid yeah,0.5,positive
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",becaus would like make friend like same thing like realli like harri potter thought that join commun like thi would good start,0.35,positive
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",stori harri potter deep profound love harri potter,0.19444444444444445,positive
1,Harry Potter is AWESOME I don't care if anyone says differently!..,harri potter awesom care anyon say differ,0.0,positive
1,I love Harry Potter..,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
1,I love Harry Potter.,love harri potter,0.5,positive
